Price,adj_close,close,high,low,open,volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
timestamp,,,,,,
2025-11-04 14:30:00+00:00,269.42999267578125,269.42999267578125,269.5,267.614990234375,268.24249267578125,6990127
2025-11-04 14:45:00+00:00,268.3002014160156,268.3002014160156,269.5899963378906,267.9599914550781,269.3900146484375,1277691
2025-11-04 15:00:00+00:00,268.260009765625,268.260009765625,268.7980041503906,267.8900146484375,268.3349914550781,827190
2025-11-04 15:15:00+00:00,268.42999267578125,268.42999267578125,269.04998779296875,268.1300048828125,268.2699890136719,550770
2025-11-04 15:30:00+00:00,268.6549987792969,268.6549987792969,268.9100036621094,268.29010009765625,268.42999267578125,462612
2025-11-04 15:45:00+00:00,268.27349853515625,268.27349853515625,268.70001220703125,267.7099914550781,268.67999267578125,540511
2025-11-04 16:00:00+00:00,269.5400085449219,269.5400085449219,269.6700134277344,268.27020263671875,268.2742004394531,772065
2025-11-04 16:15:00+00:00,270.6099853515625,270.6099853515625,271.0,269.4100036621094,269.5400085449219,1503166
2025-11-04 16:30:00+00:00,271.0451965332031,271.0451965332031,271.4859924316406,270.3599853515625,270.6400146484375,1199046
2025-11-04 16:45:00+00:00,270.54998779296875,270.54998779296875,271.17999267578125,270.1000061035156,271.0400085449219,1204654
2025-11-04 17:00:00+00:00,269.82000732421875,269.82000732421875,270.59271240234375,269.75,270.57000732421875,670683
2025-11-04 17:15:00+00:00,270.010009765625,270.010009765625,270.0450134277344,268.9800109863281,269.82598876953125,772443
2025-11-04 17:30:00+00:00,270.2200012207031,270.2200012207031,270.4800109863281,269.8900146484375,270.0050048828125,515551
2025-11-04 17:45:00+00:00,270.7699890136719,270.7699890136719,270.92999267578125,270.2099914550781,270.2349853515625,632081
2025-11-04 18:00:00+00:00,270.7300109863281,270.7300109863281,270.7789001464844,270.3999938964844,270.7449951171875,456844
2025-11-04 18:15:00+00:00,270.6383972167969,270.6383972167969,270.8599853515625,270.3999938964844,270.7300109863281,467977
2025-11-04 18:30:00+00:00,270.62548828125,270.62548828125,270.82000732421875,270.1455993652344,270.6099853515625,713573
2025-11-04 18:45:00+00:00,270.489990234375,270.489990234375,270.6499938964844,270.07000732421875,270.6199951171875,671311
2025-11-04 19:00:00+00:00,270.2900085449219,270.2900085449219,270.79998779296875,270.2449951171875,270.4800109863281,537772
2025-11-04 19:15:00+00:00,270.5104064941406,270.5104064941406,270.67999267578125,269.8699951171875,270.2799987792969,639876
2025-11-04 19:30:00+00:00,270.3445129394531,270.3445129394531,270.6099853515625,270.05999755859375,270.5299987792969,596043
2025-11-04 19:45:00+00:00,270.3999938964844,270.3999938964844,270.5799865722656,270.1199951171875,270.3399963378906,538864
2025-11-04 20:00:00+00:00,269.79998779296875,269.79998779296875,270.489990234375,269.6499938964844,270.4200134277344,732416
2025-11-04 20:15:00+00:00,270.09051513671875,270.09051513671875,270.1000061035156,269.28271484375,269.79998779296875,726865
2025-11-04 20:30:00+00:00,270.05999755859375,270.05999755859375,270.32000732421875,269.93011474609375,270.1000061035156,648227
2025-11-04 20:45:00+00:00,270.2099914550781,270.2099914550781,270.4049987792969,269.5,270.07000732421875,2874134
2025-11-05 14:30:00+00:00,267.8999938964844,267.8999938964844,269.1499938964844,266.92999267578125,268.5899963378906,5505076
2025-11-05 14:45:00+00:00,269.2349853515625,269.2349853515625,269.57000732421875,267.69000244140625,267.875,1034134
2025-11-05 15:00:00+00:00,268.8800048828125,268.8800048828125,269.58990478515625,268.69000244140625,269.20001220703125,808971
2025-11-05 15:15:00+00:00,269.0101013183594,269.0101013183594,269.3799133300781,268.55499267578125,268.885498046875,647372
2025-11-05 15:30:00+00:00,269.3183898925781,269.3183898925781,269.739990234375,268.9599914550781,268.989990234375,514132
2025-11-05 15:45:00+00:00,269.37091064453125,269.37091064453125,269.3900146484375,268.760009765625,269.30670166015625,513907
2025-11-05 16:00:00+00:00,269.20001220703125,269.20001220703125,269.44000244140625,268.92999267578125,269.3999938964844,467588
2025-11-05 16:15:00+00:00,270.2900085449219,270.2900085449219,270.3800048828125,269.0801086425781,269.2300109863281,673808
2025-11-05 16:30:00+00:00,270.3349914550781,270.3349914550781,270.4617919921875,270.1000061035156,270.2799987792969,432731
2025-11-05 16:45:00+00:00,269.99090576171875,269.99090576171875,270.4700012207031,269.9750061035156,270.3493957519531,393675
2025-11-05 17:00:00+00:00,269.7077941894531,269.7077941894531,270.010009765625,269.5,270.010009765625,411377
2025-11-05 17:15:00+00:00,269.9700012207031,269.9700012207031,270.0899963378906,269.5899963378906,269.70001220703125,394058
2025-11-05 17:30:00+00:00,270.69500732421875,270.69500732421875,270.7699890136719,269.92999267578125,269.9700012207031,442128
2025-11-05 17:45:00+00:00,270.5400085449219,270.5400085449219,270.7900085449219,270.4314880371094,270.69000244140625,297658
2025-11-05 18:00:00+00:00,270.3800048828125,270.3800048828125,270.6700134277344,270.1700134277344,270.5400085449219,247640
2025-11-05 18:15:00+00:00,270.1199951171875,270.1199951171875,270.6300048828125,269.9700012207031,270.3699951171875,439166
2025-11-05 18:30:00+00:00,270.1159973144531,270.1159973144531,270.19000244140625,269.82000732421875,270.1099853515625,334431
2025-11-05 18:45:00+00:00,270.07000732421875,270.07000732421875,270.3500061035156,269.97979736328125,270.1300048828125,316738
2025-11-05 19:00:00+00:00,270.6000061035156,270.6000061035156,271.70001220703125,269.7699890136719,270.04998779296875,1358535
2025-11-05 19:15:00+00:00,270.42999267578125,270.42999267578125,270.9599914550781,270.3299865722656,270.5849914550781,642057
2025-11-05 19:30:00+00:00,270.0950012207031,270.0950012207031,271.5,270.0799865722656,270.4100036621094,924081
2025-11-05 19:45:00+00:00,269.6664123535156,269.6664123535156,270.19000244140625,269.6400146484375,270.0799865722656,509957
2025-11-05 20:00:00+00:00,269.67498779296875,269.67498779296875,270.0,269.5899963378906,269.6400146484375,430707
2025-11-05 20:15:00+00:00,269.6000061035156,269.6000061035156,269.95001220703125,269.5299987792969,269.67498779296875,418001
2025-11-05 20:30:00+00:00,269.2200012207031,269.2200012207031,269.6400146484375,269.03118896484375,269.6099853515625,696529
2025-11-05 20:45:00+00:00,270.1099853515625,270.1099853515625,270.3999938964844,268.9949951171875,269.2200012207031,2871375
2025-11-06 14:30:00+00:00,268.7300109863281,268.7300109863281,269.5,267.8900146484375,267.8900146484375,2318542
2025-11-06 14:45:00+00:00,269.9410095214844,269.9410095214844,270.010009765625,268.3399963378906,268.75,1275198
2025-11-06 15:00:00+00:00,269.9049987792969,269.9049987792969,270.08990478515625,269.0914001464844,269.94000244140625,1060062
2025-11-06 15:15:00+00:00,272.82000732421875,272.82000732421875,272.82000732421875,269.7200012207031,269.8900146484375,2108385
2025-11-06 15:30:00+00:00,272.32000732421875,272.32000732421875,273.05999755859375,271.55010986328125,272.8280029296875,1599254
2025-11-06 15:45:00+00:00,272.2799987792969,272.2799987792969,273.3999938964844,272.1600036621094,272.32000732421875,1903049
2025-11-06 16:00:00+00:00,272.389892578125,272.389892578125,272.6593017578125,271.6700134277344,272.2850036621094,877188
2025-11-06 16:15:00+00:00,272.1814880371094,272.1814880371094,272.63360595703125,271.6300048828125,272.3800048828125,1200581
2025-11-06 16:30:00+00:00,271.24261474609375,271.24261474609375,272.2200012207031,270.9200134277344,272.17999267578125,1008739
2025-11-06 16:45:00+00:00,270.5799865722656,270.5799865722656,271.2394104003906,270.5400085449219,271.2300109863281,872101
2025-11-06 17:00:00+00:00,270.7250061035156,270.7250061035156,271.3999938964844,270.42999267578125,270.6000061035156,726037
2025-11-06 17:15:00+00:00,271.42498779296875,271.42498779296875,271.45001220703125,270.3900146484375,270.739990234375,591156
2025-11-06 17:30:00+00:00,272.1083984375,272.1083984375,272.25,271.3304138183594,271.4200134277344,721044
2025-11-06 17:45:00+00:00,272.2749938964844,272.2749938964844,272.56500244140625,271.9200134277344,272.1099853515625,768319
2025-11-06 18:00:00+00:00,271.2200012207031,271.2200012207031,272.45001220703125,271.15008544921875,272.2749938964844,619745
2025-11-06 18:15:00+00:00,271.3500061035156,271.3500061035156,271.55999755859375,270.9200134277344,271.20001220703125,512731
2025-11-06 18:30:00+00:00,271.3949890136719,271.3949890136719,271.5,271.0203857421875,271.3699951171875,398684
2025-11-06 18:45:00+00:00,271.3953857421875,271.3953857421875,271.77630615234375,271.260009765625,271.4049987792969,466771
